french,fongbe,labels
"Pour fidéliser votre clientèle, il est impératif d'offrir un service après-vente réactif et personnalisé.","Bo na dó hɛn axisinɔ towe lɛ ɖó te ɔ, é ɖò taji ɖɔ a ni nɔ na alɔdó e sɔgbe xá mɛɖesunɔ é ɖé ɖò nǔxixa gudo.",positive
La maîtrise des techniques de closing est essentielle pour concrétiser une opportunité commerciale après un long cycle de vente.,Wlɛnwín súsú lɛ kplɔnkplɔn ɖò taji cobɔ è na fó ajɔ̌wiwa sín ali ɖé ɖò nǔxixa sín hwenu línlín ɖé gudo.,positive
Une stratégie de prix compétitive doit tenir compte à la fois des coûts internes et du positionnement des concurrents sur le marché.,Akwɛzinzan e è nɔ bló ɖò agbahwlɛnhwlɛn linu é ɖó na hɛn akwɛzinzan e ɖò xomɛ lɛ é kpo tɛn e mɛ agbahwlɛnhwlɛntɔ́ lɛ ɖè ɖò axi ɔ mɛ é kpo dó ayi mɛ.,neutral
"Le commerce électronique transforme les habitudes d'achat, rendant indispensable une présence en ligne optimisée pour les mobiles.","Ajɔ̌wiwa ɖò Ɛntɛnɛti jí ɖò nǔxixo sín aca lɛ huzu wɛ, bɔ enɛ zɔ́n bɔ è ɖó na nɔ Ɛntɛnɛti jí bɔ è na zán alokan lɛ ganji.",positive
"Lors des salons professionnels, la qualité des leads générés prime souvent sur la simple quantité de visiteurs rencontrés.","Ðò ajɔ̌xwé lɛ hwenu ɔ, hwɛhwɛ ɔ, lee mɛ e è nɔ xlɛ́ lɛ é nyɔ́ sɔ́ é wɛ nɔ jɛ nukɔn nú jonɔ nabi e è nɔ mɔ é kpowun.",neutral
L'analyse des données clients via un CRM permet d'affiner les campagnes marketing et de booster la croissance du chiffre d'affaires.,"Enyi è gbéjé nǔ e axisinɔ lɛ ɖɔ lɛ é kpɔ́n gbɔn CRM gblamɛ ɔ, é nɔ zɔ́n bɔ è nɔ bló tuto nǔxixa tɔn lɛ ganji, bo nɔ lɛ́ zɔ́n bɔ akwɛ e è nɔ mɔ é nɔ jɛji.",positive
La rupture de stock d'un produit phare peut entraîner une perte de parts de marché significative au profit de la concurrence.,"Enyi nǔ e è nɔ sà ɖò ajɔ̌xwé ɖé mɛ é ma sukpɔ́ ǎ ɔ, é sixu zɔ́n bɔ è na hɛn axi ɔ sín akpáxwé ɖaxó ɖé bú, bɔ enɛ na hɛn lè wá nú mɛ e ɖò nǔ sɔ́ wɛ lɛ é.",negative
"Un argumentaire de vente percutant doit mettre en avant les bénéfices concrets du produit pour le client, et non ses seules caractéristiques.","Nǔxixa sín xó e dɔn mɛ é ɖé ɖó na tɛɖɛ̌ lè tawun tawun e nǔ ɔ na hɛn wá nú axisinɔ ɔ é jí, é nyí nǔ e ɖ’emɛ lɛ é kɛɖɛ ǎ.",positive
L'étude de marché préalable est une étape cruciale pour valider le potentiel de vente d'un nouveau produit avant son lancement.,Axi ɔ gbígbéjé kpɔ́n jɛ nukɔn nyí afɔ taji ɖé bo na dó xlɛ́ ɖɔ nǔ yɔyɔ̌ ɖé sixu sà à jí cobɔ è na bɛ́.,positive
La gestion efficace du panier moyen est un levier puissant pour augmenter la rentabilité sans forcément recruter de nouveaux clients.,"É ɖò mɔ̌ có, è ɖó na hɛn nǔ e è sɛ́dó mɛ lɛ é ɖó ganji, bo na dó sixu bló bɔ lè na jɛji, bo ma ka na lɛ́ yí axisinɔ yɔyɔ̌ lɛ dandan ǎ.",positive
Les conditions générales de vente (CGV) encadrent juridiquement les relations commerciales entre un fournisseur et son client.,Sɛ́n e ɖɔ xó dó nǔxixa wu lɛ é (GTC) wɛ nɔ ɖɔ xó dó kancica ajɔ̌wiwa tɔn e ɖò nǔsatɔ́ ɖé kpo axisinɔ tɔn kpo tɛntin é jí ɖò sɛ́n linu.,neutral
Le merchandising en magasin vise à optimiser la présentation des produits pour stimuler les achats d'impulsion.,"Nǔ e è nɔ sà ɖò ajɔ̌xwé lɛ é nɔ jló na bló bɔ nǔ e è nɔ sà lɛ é na nyɔ́ hugǎn, bo na dó sísɛ́ mɛ lɛ bɔ ye na xɔ nǔ kpo jlǒ kpo.",positive
La prospection commerciale par emailing requiert des messages personnalisés et un ciblage précis pour éviter les spams.,Nǔxixa gbɔn e-mail jí nɔ byɔ ɖɔ è ni sɛ́ wɛn mɛɖesunɔ tɔn lɛ dó mɛɖesunɔ kpo nǔ e jí è na sɔ́ ayi ɖó é kpo dó nyì alɔ nú nǔ e ma sɔgbe ǎ lɛ é.,neutral
Un indicateur de satisfaction client élevé est souvent corrélé à un fort taux de recommandation et de réachat.,"Hwɛhwɛ ɔ, nǔ e nɔ xlɛ́ ɖɔ axisinɔ lɛ sín nǔ nɔ ɖu vivǐ tɔn é ɖé nɔ cá kàn xá wěɖexámɛ ɖaxó ɖé kpo lee è nɔ lɛ́vɔ xɔ nǔ gbɔn é kpo.",positive
La logistique et la rapidité de livraison sont devenues des facteurs différenciants majeurs dans le secteur de la vente en ligne.,Nǔ e è nɔ hɛn wá lɛ é kpo lee è nɔ yawu sɛ́ nǔ lɛ dó mɛ gbɔn é kpo huzu nǔ taji e nɔ ɖè vogbingbɔn ɖò nǔxixa ɖò Ɛntɛnɛti jí lɛ é mɛ é.,positive
"Pour pénétrer un nouveau marché, une entreprise peut opter pour un partenariat stratégique avec un acteur local bien implanté.","Bo na dó byɔ axi yɔyɔ̌ ɖé mɛ ɔ, azɔ̌xwé ɖé sixu sɔ́ alɔdidó ɖagbe ɖé xá ajɔ̌tɔ́ xá ɔ mɛ tɔn e ko ɖó acɛ ganji é ɖé.",positive
"ici 30 phrases en français sur le thème de la santé, au format standard.","Xógbe 30 ɖíe ɖò Flanségbe mɛ dó xota lanmɛ na nɔ ganji tɔn jí, ɖò alɔkpa e è nɔ zán é mɛ.",neutral
Le médecin lui a prescrit des antibiotiques pour son infection.,Dotó ɔ wlan atínkɛn e nɔ hu azɔnkwín lɛ é n&#39;i.,neutral
N'oublie pas de prendre tes médicaments matin et soir.,Ma wɔn bo nɔ nu amasin towe zanzan gbadanu ó.,neutral
Mon rendez-vous chez le dentiste est prévu lundi prochain.,Aɖu dotó ce wɛ un ɖó na yì ɖò tɛ́nigbe e jawé é.,neutral
Il faut dormir au moins sept heures par nuit.,"É hwe bǐ ɔ, a ɖó na dɔ́ amlɔ nú ganxixo tɛnwe ɖò zǎn ɖokpo mɛ.",neutral
L'infirmière lui a fait une piqûre dans le bras.,Dotóogán ɔ dó atínkɛ́n ɖé n’i ɖò alɔ tɔn mɛ.,negative
Les fruits et légumes sont riches en vitamines indispensables.,Vitamine taji lɛ sukpɔ́ ɖò atín sínsɛ́n lɛ kpo ama lɛ kpo mɛ.,positive
J'ai mal à la tête à cause du manque de sommeil.,Ta ce nɔ vɛ́ ɖó amlɔ ma dɔ́ wutu.,negative
La tension artérielle est un indicateur important de la santé.,Hunxixo nyí nǔ taji ɖé bo nɔ xlɛ́ ɖɔ mɛɖé ɖò ganji.,positive
"Pour prévenir les virus, lavez-vous souvent les mains.","Bo na dó gló azɔnkwín lɛ ɔ, mi nɔ klɔ́ alɔ mitɔn lɛ hwɛhwɛ.",positive
Elle a dû passer une radio de la cheville.,É ɖó na bló X-ray nú afɔkpo tɔn.,negative
Le sucre en excès est mauvais pour le cœur.,"Sukle zɛ jlɛ̌ wu ɔ, é nyla nú ayi.",negative
Il consulte un spécialiste pour ses problèmes de dos.,É nɔ yì mɔ dotóo e tuùn nǔ tawun é ɖé nú tagba e ɖò akɔ́n tɔn mɛ lɛ é.,neutral
La marche quotidienne aide à réduire le stress.,Zɔnlin ɖiɖi ayihɔngbe ayihɔngbe nɔ d’alɔ bɔ è nɔ ɖè linkpɔ́n kpò.,positive
J'attends les résultats de ma prise de sang.,Un ɖo te kpɔn hun kpɔn ce sin gbesin.,neutral
Il est allergique aux acariens et au pollen.,É nɔ yí wǎn nú kɔ́fu kpo kɔ́fu kpo.,negative
Une bonne hygiène de vie prévient de nombreuses maladies.,Gbɛzinzan ɖagbe nɔ glɔ́n ali nú azɔn gègě.,positive
Le patient se repose après son opération chirurgicale.,Azinzɔnnɔ ɔ ɖò gbɔjɛ wɛ ɖò azɔwanúmɛ tɔn gudo.,neutral
Pensez à vous étirer après chaque séance de sport.,Flín ɖɔ emi ɖó na dlɛn emiɖée ɖò agbazazɔ́ ɖokpo ɖokpo gudo.,neutral
La téléconsultation facilite l'accès aux soins.,Teleconsultation nɔ zɔ́n bɔ è nɔ mɔ nukúnnú jɛ lanmɛ na nɔ ganji wu.,positive
Arrêter de fumer est le plus beau cadeau pour vos poumons.,Azɔnunu jijodo wɛ nyí nùnina ɖaxó hugǎn e è na fɔngɔ́ towe lɛ é.,positive
Elle suit un régime sans sel pour des raisons médicales.,É ɖò nǔɖuɖu e mɛ jɛ̌ ma ɖè ǎ é ɖu wɛ ɖó dotóoxwé wutu.,neutral
Protégez votre peau en appliquant une crème solaire.,Cɔ́ agbaza towe gbɔn nǔ e nɔ cyɔn alɔ agbaza jí é sísɔ́ dó jǐ gblamɛ.,positive
Le pharmacien lui a conseillé un sirop contre la toux.,Atínkɛ́nsátɔ́ ɔ ɖɔ n’i ɖɔ é ni nu amasin e nɔ hɛn kɔ́n é ɖé.,neutral
Il a eu un accident de vélo et s'est cassé le poignet.,É bló alitawoví ɖé ɖò kɛkɛ jí bo wɛ́n alɔví tɔn.,negative
Les examens de contrôle annuels sont recommandés.,È byɔ ɖɔ è ni nɔ gbéjé mɛɖée kpɔ́n xwewu xwewu.,positive
Respirer profondément aide à calmer l'anxiété.,Gbɔjɛ syɛnsyɛn nɔ d’alɔ bɔ adohu adohu nɔ fá.,positive
Une joie immense l'envahit lorsqu'elle voit ses petits-enfants.,Awǎjijɛ ɖaxó ɖé nɔ gɔ́ ayi tɔn mɛ hwenu e é nɔ mɔ vǐvú tɔn lɛ é.,positive
"J'ai la gorge qui gratte et mal partout, je dois couver quelque chose.","Kɔ ce ɖo xúxú wɛ bɔ un ɖo wuvɛ se wɛ gbɔn fi bi, un ɖo na ɖo ɖiɖe wɛ kpodo nuɖe kpo.",negative
Il est anxieux à l'idée de passer son examen de conduite demain.,Akpakpa ɖò sísɔ́ ɛ wɛ ɖɔ emi na yi hùn kunkun sín tɛnkpɔn sɔ.,negative
Cette bonne nouvelle m'a mis de très bonne humeur pour la journée.,Wɛnɖagbe enɛ zɔ́n bɔ un ɖó ayi ɖagbe tawun nú azǎn ɔ.,positive
La douleur dans mon dos est devenue vraiment insupportable depuis hier.,Wuvɛ̌ e ɖò akɔ́n ce mɛ é huzu nǔ e un ma sixu dɛ na ǎ é nugbǒ nugbǒ sín sɔ.,negative
Elle est profondément déçue par le comportement de son meilleur ami.,Xɔ́ntɔn tɔn vívɛ́ ɔ sín walɔ vɛ́ n’i tawun.,negative
"Après le sport, je me sens fatigué mais agréablement vidé.","Enyi un bló agbazazɔ́ gudo ɔ, nǔ nɔ cikɔ nú mì, amɔ̌, un nɔ ɖu vivǐ tɔn.",negative
Un sentiment de paix intérieure l'habite devant ce magnifique paysage.,Fífá ayi mɛ tɔn ɖé nɔ gɔ́ ayi tɔn mɛ hwenu e é ɖò ayikúngban ɖagbeɖagbe enɛ kpɔ́n wɛ é.,positive
"J'ai la tête qui tourne un peu, je ferais mieux de m'asseoir.","Ta ce ɖo xixo wɛ kpɛɖe, un na nyɔ bo jijun&#39;ayi.",negative
Il est fou de rage après avoir découvert cette trahison.,Xomɛ sin i tawun hwenu e é mɔ nǔ jɛ mɛslɛ́dómɛ enɛ wu gudo é.,negative
Le stress des derniers jours m'a complètement épuisé moralement.,Akpakpa e un ɖó ɖò azǎn gudogudo tɔn elɔ lɛ mɛ é ko vɛ́ nú mì bǐ mlɛ́mlɛ́ ɖò ayi mɛ.,negative
Elle rayonne de bonheur depuis qu'elle a appris la nouvelle.,É ɖò awǎjijɛ sín hwenu e é sè wɛn ɔ é.,positive
Je suis vraiment fier du travail que nous avons accompli ensemble.,Un nɔ gó tawun dó azɔ̌ e mǐ wà ɖó kpɔ́ é wu.,positive
Il a le moral dans les chaussures à cause de ce temps maussade.,É ɖò wuvɛ̌ sè wɛ tawun ɖó hwenu e ɖò xɛsi ɖi wɛ é wutu.,negative
Son regard exprimait une profonde tristesse et beaucoup de nostalgie.,Nukúnmɛ tɔn lɛ xlɛ́ aluwɛ ɖaxó ɖé kpo nǔ e jɛ wá yì lɛ é sín linlin ɖaxó ɖé kpo.,negative
J'ai les jambes lourdes et je manque d'énergie en ce moment.,Afɔ ce lɛ nɔ kpɛn bɔ hlɔnhlɔn hwedó mì hwenɛnu.,negative
Il était tellement surpris qu'il en est resté bouche bée.,É kpaca ɛ kaka bɔ é sɔ́ sixu ɖɔ xó ǎ.,negative
Elle est inquiète pour la santé de son père qui est à l'hôpital.,É ɖò adohu adohu jí dó tɔ́ tɔn sín lanmɛ na nɔ ganji wu; é ɖò dotóoxwé.,negative
Un fou rire nous a tous pris sans que l'on sache pourquoi.,"Mǐ bǐ jɛ nǔ ko jí, bo ma tuùn nǔ e wu wɛ é ǎ.",negative
J'ai le ventre noué par l'appréhension avant cette réunion importante.,Adɔ ce ɖò xixo wɛ ɖó xɛsi e un ɖó cobɔ kplé taji enɛ na bɛ́ é wu.,negative
Il est submergé par l'émotion en retrouvant sa famille après deux ans.,Lee nǔ nɔ cí n’i é nɔ ɖu ayi mɛ n’i tawun hwenu e é lɛ́vɔ wá kplé xá xwédo tɔn ɖò xwè wè gudo é.,positive
Je me sens incroyablement bien et plein d'énergie aujourd'hui.,Un mɔ ɖɔ un ɖò ganji bɔ hlɔnhlɔn gɔ́ ayi mɛ nú mì égbé.,positive
La nouvelle de son accident l'a laissée complètement sous le choc.,Xó e é sè dó awovinú tɔn wu é zɔ́n bɔ é kpaca ɛ bǐ mlɛ́mlɛ́.,negative
Il a eu très peur en voyant la voiture arriver si vite.,Xɛsi ɖi i tawun hwenu e é mɔ bɔ mɔ̌to ɔ ɖò wezun jí wá wɛ é.,negative
Mes courbatures me rappellent que j'ai bien travaillé hier.,Wuvε ce lε nɔ flin mi ɖɔ un w&#39;azɔ syɛnsyɛn sɔ.,positive
Le soleil couchant embrase l'horizon de teintes orangées.,Hwe e ɖò xɔ yi wɛ é nɔ kɔ́n jǐ kpo sinmɛ orange tɔn lɛ kpo.,positive
Une brise légère fait danser les feuilles des peupliers.,Jɔhɔn kpɛví ɖé nɔ zɔ́n bɔ atín sínsɛ́n lɛ nɔ ɖu we.,positive
Son regard profond reflétait une immense tristesse.,Nukúnmɛ tɔn gɔngɔn ɔ xlɛ́ aluwɛ ɖaxó ɖé.,negative
La vieille maison en pierre dégageait une atmosphère mystérieuse.,Xwé xóxó e è sɔ́ awinnya dó bló é nɔ ɖè jɔhɔn nǔbudo tɔn ɖé tɔ́n.,positive
Le gâteau au chocolat fondait délicieusement sur la langue.,Chocolat-cake ɔ xú víví ɖò ɖɛ jí.,positive
Les montagnes enneigées se découpaient sur le ciel bleu.,Só e jí laglasi gɔ́ lɛ é nɔ tɔ́n ɖò jinukúnsin blúblú ɔ nukɔn.,negative
Son sourire illuminait son visage fatigué par une longue journée.,Nukiko tɔn kɔ́n nukúnmɛ tɔn‚ nǔ cikɔ n&#39;i ɖó azǎn gaga ɖé wu.,positive
Une épaisse couche de neige recouvrait le village endormi.,Laglási ɖaxó ɖé cyɔn gletoxo e ɖò amlɔ dɔ́ wɛ é jí.,negative
Le parfum entêtant des roses embaumait tout le jardin.,Rose sín wǎn e nɔ hɛn mɛ blí é nɔ hwɛ́n jikpá ɔ bǐ mɛ.,positive
La mer déchaînée projetait ses vagues contre les rochers.,Xù e ɖò adǎn jí é nɔ nyì aslɔkɛ́ tɔn lɛ dó só lɛ jí.,negative
Ses cheveux blonds bouclés encadraient un visage d'ange.,Ɖa tɔn vɔvɔ vɔvɔ cí wɛnsagun ɖɔhun sín nukúnmɛ.,positive
Un profond silence régnait dans la bibliothèque déserte.,Nǔ cí cúɖúɖú ɖé ɖò wemaxɔ e mɛ mɛɖé ma ɖè ǎ é mɛ.,negative
La soupe chaude réchauffa son corps frigorifié par le froid.,Nǔsúnnú zozo ɔ dó zozo agbaza tɔn e avivɔ ɔ ko fá é.,positive
Des nuages menaçants annonçaient un orage violent et soudain.,Akpɔ́kpɔ́ baɖabaɖa lɛ ɖò jɔhɔn ɖaxó ɖé j’ayǐ wɛ ajijimɛ bo lɛ́ syɛn tawun.,negative
Son rire cristallin résonnait joyeusement dans la cour.,Nǔkiko tɔn e cí kristalu ɖɔhun é nɔ ɖi gbè kpo awǎjijɛ kpo ɖò kɔxota ɔ jí.,positive
Le petit chat tigré dormait paisiblement sur le canapé.,Awǐi kpɛví ɔ ɖò amlɔ dɔ́ wɛ ɖò fífá mɛ ɖò azinkpo ɔ jí.,positive
Une odeur de pain fraîch embaumait la rue principale.,Wɔ̌xúxú yɔ̌yɔ́ sín wǎn gɔ́ ali ɖaxó ɔ jí.,negative
Le tableau représentait un paysage provençal baigné de lumière.,Sɛ́n ɔ xlɛ́ ayikúngban Provence tɔn e mɛ weziza ɖè é ɖé.,neutral
Sa voix douce et mélodieuse apaisait toutes ses craintes.,Gbè tɔn e fá bo lɛ́ nyɔ́ ɖɛkpɛ é ɖè xɛsi e é nɔ ɖi lɛ é bǐ kpò.,positive
Les premières lueurs de l'aube pointaient derrière la colline.,Hwezivɔ sín weziza nukɔntɔn lɛ ɖò tíntɔ́n wɛ ɖò só ɔ gudo.,neutral
Le vent glacial s'engouffrait par la porte mal fermée.,Jɔhɔn laglasi tɔn ɔ xò zlɛ gbɔn hɔn e è sú ganji ǎ é jí.,negative
Ses mains habiles pétrissaient la pâte avec une grande délicatesse.,Alɔ tɔn e nyɔ́ nǔ kplɔ́n lɛ é nɔ ɖa wɔxúxú ɔ kpo ɖɛkpɛ ɖɛkpɛ ɖaxó ɖé kpo.,positive
La ville s'éveillait doucement dans un brouillard matinal.,Toxo ɔ ɖò jiji wɛ kpɛɖé kpɛɖé ɖò ahún zǎnzǎn tɔn ɔ mɛ.,positive
Un arc-en-ciel magnifique apparut après la pluie d'été.,Avɔkanfún ɖagbeɖagbe ɖé tɔ́n ɖò jǐ e ja ɖò hwenu e jǐ nɔ ja é gudo.,positive
Son regard était doux comme un velours.,Nukún tɔn lɛ bɔkun velours ɖɔhun.,positive
Les enfants jouaient gaiement dans les vagues rafraîchissantes.,Vǐ lɛ ɖò ayihun da wɛ kpo awǎjijɛ kpo ɖò tɔsisa e nɔ fá kɔ nú mɛ é mɛ.,positive
Un vieux chêne centenaire dominait fièrement la clairière.,Atín xóxó e ɖó xwè kanweko é ɖé wɛ ɖò fí e è ɖè é sín acɛ kpa wɛ kpo goyiyi kpo.,negative
La lumière tamisée de la lampe créait une ambiance intime.,Weziza zogbɛ́n ɔ tɔn e fá é nɔ zɔ́n bɔ è nɔ ɖó kancica ɖagbe ɖé xá mɛ ɖevo lɛ.,positive
Son visage exprimait une joie pure et communicative.,Nukúnmɛ tɔn nɔ ɖè awǎjijɛ mímɛ́ e nɔ hɛn mɛ gble é ɖé xlɛ́.,positive
La mousse verte et humide tapissait les vieilles pierres.,Nǔkún amamú e fá é wɛ cyɔn awinnya xóxó lɛ jí.,negative
"ici 30 phrases développées sur la sagesse et la culture, en français.","Xógbe 30 e è bló ɖó nùnywɛ kpo aca kpo jí lɛ é ɖíe, ɖò Flanségbe mɛ.",neutral
"La culture est l'âme d'un peuple, et la sagesse est la lumière qui éclaire le chemin de chacun à travers les âges.","Akɔta wɛ nyi lindɔn togun tɔn, bɔ nunywɛ wɛ nyi weziza e nɔ kɔ́n ali mɛ ɖokpo ɖokpo tɔn gbɔn xwe lɛ mɛ e.",positive
"Un homme sans culture est comme un arbre sans racines, vulnérable aux vents du changement et de l'ignorance.","Gbɛtɔ́ e ma ɖó aca ǎ é cí atín e ma ɖó ɖɔ̀ ǎ é ɖɔhun, bɔ jɔhɔn huzuhuzu kpo nǔmaɖi kpo tɔn lɛ nɔ hɛn ɛ gble.",negative
"La vraie sagesse ne consiste pas à tout savoir, mais à comprendre que l'essentiel réside dans ce que l'on ignore encore.","Nǔnywɛ nǔgbo ɔ wɛ nyí ɖɔ è ni tuùn nǔ lɛ bǐ ǎ, loɔ, è ɖó na mɔ nukúnnú jɛ wu ɖɔ nǔ taji ɔ ɖò nǔ e mǐ ma ko tuùn ǎ lɛ é mɛ.",neutral
"Les livres sont les abeilles qui transportent le pollen précieux de la sagesse d'un esprit à un autre, à travers le temps.","Wema lɛ cí ayisinzɛn e nɔ hɛn nǔnywɛ sín jɛ̌ xɔ akwɛ lɛ sín ayixa ɖokpo mɛ yì ɖevo mɛ, gbɔn hwenu lɛ bǐ mɛ é ɖɔhun.",positive
"La culture générale est ce qui reste quand on a tout oublié, une essence subtile qui permet de relier les idées entre elles.","Nǔnywɛ ɖaxó ɔ wɛ nyí nǔ e nɔ kpò hwenu e è wɔn nǔ ɖevo lɛ bǐ é, nǔ taji e ɖò hwlahwlá é ɖé wɛ bo nɔ zɔ́n bɔ mǐ nɔ cá linlin lɛ ɖó kpɔ́.",positive
"Être cultivé, c'est posséder les clés pour déchiffrer le monde, et être sage, c'est savoir quand les utiliser ou non.","Nú è na ɖó aca ɔ, è ɖó na ɖó cávi e na zɔ́n bɔ è na mɔ nǔ jɛ gbɛ̀ ɔ mɛ lɛ é, bɔ è na ɖó nùnywɛ wɛ nyí ɖɔ è ni tuùn hwenu e è na zán ye é alǒ hwenu e è na zán ye ǎ é.",positive
"La sagesse populaire, transmise de génération en génération, est un trésor d'expériences distillées par le temps.","Nǔnywɛ e mɛ lɛ nɔ yí wǎn na é, ee è nɔ sɔ́ jó nú jijimɛ ɖevo é nyí nǔ e jɛ lɛ é sín dɔkun ɖé bɔ hwenu nɔ hɛn nǔ gblé dó mɛ wu.",positive
"Une soirée sans conversation cultivée est une nuit sans étoiles, où l'esprit ne trouve aucun point de repère pour briller.","Gbadanu e mɛ xóɖɔɖókpɔ́ e ɖó aca é ma ɖè ǎ é wɛ nyí zǎn e mɛ sunví lɛ ma ɖè ǎ é, bɔ ayixa nɔ mɔ wuntun ɖé bo nɔ kɔ́n ǎ.",negative
ête-toi là.,A ɖo finɛ à?,negative
Viens ici vite.,Mi yá wǔ wá fí.,neutral
Souffle un peu.,Gbɔjɛ kpɛɖé.,negative
Chuchote maintenant.,Mi ɖɔ xó hwíhwɛ́ hwíhwɛ́ dìn.,negative
Lis tout haut.,Xà nǔ d’aga.,neutral
Dépêche-toi un peu.,Mi yawu kpɛɖe.,negative
Couvre-toi bien.,Mi cyɔn nǔ dó miɖée wú ganjí.,positive
Recommence l'exercice.,Vɔ azɔ̌ ɔ wà.,positive
Prépare tes affaires.,Blǒ nǔ towe lɛ ɖó.,neutral
"Hier, nous sommes allés au cinéma voir un film.",Sɔ̀ ɔ‚ mi yi sinema bo na yi kpɔn fímu ɖokpo.,neutral
"Demain, je finirai mon rapport avant midi.","Sɔ ɔ, un na fó gbeɖiɖó ce cobɔ gan wěwe na xò.",neutral
"En ce moment, tu apprends le français très sérieusement.","Dìn dìn ɔ, a ɖò Flanségbe kplɔ́n wɛ tawun.",positive
"Quand j'étais petit, je jouais souvent dans ce parc.","Hwenu e un ɖò kpɛví é ɔ, un nɔ xò ayihun ɖò jikpá enɛ mɛ hwɛhwɛ.",positive
Nous prendrons le train de huit heures demain matin.,Mi na dó pípan gan tantɔn mɛ sɔ zǎnzǎn.,neutral
"Il a plu toute la journée, alors je suis resté chez moi.","Jǐ ja kéze ɔ bǐ mɛ, enɛ wu ɔ, un nɔ xwégbe.",negative
"Dès qu'il arrivera, nous commencerons la réunion.","É wá tlolo ɔ, mǐ na bɛ́ kplé ɔ.",neutral
"Chaque été, nous allons passer nos vacances à la mer.","Yozo hwenu tɛgbɛ ɔ, mi nɔ yi ɖu gbɔjɛ mitɔn lɛ ɖo xu to.",positive
Je viens de terminer ce livre passionnant à l'instant.,Un ko fó wema jiwǔ elɔ dìn tlolo.,positive
Il était une fois un prince qui vivait dans un château.,"Gbe ɖokpo ɔ, axɔví ɖokpo nɔ nɔ xɔ ɖaxó ɖé mɛ.",neutral
"En 2025, j'aurai terminé mes études universitaires.","Ðò 2025 ɔ, un na ko fó wemaxɔmɛ ɖaxó.",positive
"Lundi prochain, je dois absolument acheter des fruits.","Lundi e jawe ɔ, un ɖo na xɔ atínsinsɛ́n ɖe lɛ dandan.",positive
"Après avoir mangé, nous sommes partis nous promener.",Ee mi ɖu nu gudo ɔ‚ mi yi ɖi sa.,positive
Il faut que tu finisses tes devoirs avant de sortir.,Mi ɖo na fo xwegbezɔwamɛ mitɔn lɛ cobɔ mi na tɔn.,neutral
Je te prêterai ce roman dès que je l'aurai fini.,Un na nya wema elɔ nu we tlolo e un na fo ɔ.,positive
"Depuis qu'il est arrivé, il n'arrête pas de pleuvoir.","Sín hwenu e é wá é ɔ, jǐ ko ɖó te ǎ.",negative
"Tous les matins, je bois un café en lisant le journal.",Zǎnzǎn tɛgbɛ ɔ‚ un nɔ nu kafé lobo nɔ xa xojlawema ɔ.,positive
"Quand tu auras fini, nous pourrons regarder la télévision.",Nú mi fó ɔ‚ mi hɛn ɔ mi na kpɔn televiziɔn.,positive
Elle lisait tranquillement quand soudain l'orage a éclaté.,É ɖò nǔ xà wɛ ɖò fífá mɛ bɔ jɔhɔn ɖaxó ɔ gbà nǔ ajijimɛ ɔ.,negative
